
2024/03/03 (13:36:01) | ===> btop++ v.1.3.2
2024/03/03 (14:20:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:21:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:22:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:23:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:24:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
